Follower Timeouts, Cumulative Percent, Time to elect Leader
12-24,0.992500,90.323925
12-24,0.993500,96.337080
12-24,0.994500,99.283934
12-24,0.995500,101.279020
12-24,0.996500,107.486010
12-24,0.997500,113.240957
12-24,0.998500,134.665966
12-24,0.999500,151.659966
25-50,0.000500,23.953915
25-50,0.001500,24.155140
25-50,0.002500,24.644852
25-50,0.003500,24.800062
25-50,0.004500,24.865866
25-50,0.005500,24.914026
25-50,0.006500,24.966002
25-50,0.007500,25.129795
25-50,0.008500,25.258780
25-50,0.009500,25.334120
25-50,0.010500,25.336027
25-50,0.011500,25.364876
25-50,0.012500,25.510073
25-50,0.013500,25.994062
25-50,0.014500,26.358843
25-50,0.015500,26.407957
25-50,0.016500,26.408911
25-50,0.017500,26.484013
25-50,0.018500,26.497126
25-50,0.019500,26.613951
25-50,0.020500,26.710033
25-50,0.021500,26.750088
25-50,0.022500,26.794910
25-50,0.023500,26.996851
25-50,0.024500,27.018070
25-50,0.025500,27.048826
25-50,0.026500,27.063847
25-50,0.027500,27.065992
25-50,0.028500,27.155876
25-50,0.029500,27.191162
25-50,0.030500,27.403116
25-50,0.031500,27.482033
25-50,0.032500,27.515888
25-50,0.033500,27.524948
25-50,0.034500,27.938128
25-50,0.035500,27.965069
25-50,0.036500,28.069973
25-50,0.037500,28.146982
25-50,0.038500,28.231859
25-50,0.039500,28.250933
25-50,0.040500,28.262138
25-50,0.041500,28.264046
25-50,0.042500,28.343916
25-50,0.043500,28.405905
25-50,0.044500,28.410912
25-50,0.045500,28.560162
25-50,0.046500,28.561831
25-50,0.047500,28.588057
25-50,0.048500,28.661013
25-50,0.049500,28.789997
25-50,0.050500,28.855085
25-50,0.051500,29.015064
25-50,0.052500,29.024124
25-50,0.053500,29.057980
25-50,0.054500,29.086828
25-50,0.055500,29.119968
25-50,0.056500,29.175997
25-50,0.057500,29.179096
25-50,0.058500,29.179096
25-50,0.059500,29.191017
25-50,0.060500,29.245138
25-50,0.061500,29.302120
25-50,0.062500,29.360771
25-50,0.063500,29.395819
25-50,0.064500,29.536009
25-50,0.065500,29.551029
25-50,0.066500,29.588938
25-50,0.067500,29.597998
25-50,0.068500,29.660940
25-50,0.069500,29.703140
25-50,0.070500,29.723167
25-50,0.071500,29.731035
25-50,0.072500,29.798985
25-50,0.073500,29.861212
25-50,0.074500,29.876947
25-50,0.075500,29.881001
25-50,0.076500,29.917955
25-50,0.077500,29.917955
25-50,0.078500,29.929876
25-50,0.079500,29.960871
25-50,0.080500,30.006170
25-50,0.081500,30.017853
25-50,0.082500,30.022860
25-50,0.083500,30.036926
25-50,0.084500,30.085087
25-50,0.085500,30.115128
25-50,0.086500,30.138969
25-50,0.087500,30.178070
25-50,0.088500,30.188084
25-50,0.089500,30.241013
25-50,0.090500,30.264854
25-50,0.091500,30.287981
25-50,0.092500,30.297041
25-50,0.093500,30.308962
25-50,0.094500,30.357838
25-50,0.095500,30.391932
25-50,0.096500,30.467987
25-50,0.097500,30.470133
25-50,0.098500,30.490875
25-50,0.099500,30.531168
25-50,0.100500,30.550957
25-50,0.101500,30.557871
25-50,0.102500,30.657053
25-50,0.103500,30.714035
25-50,0.104500,30.772924
25-50,0.105500,30.779839
25-50,0.106500,30.786037
25-50,0.107500,30.844927
25-50,0.108500,30.874014
25-50,0.109500,30.879974
25-50,0.110500,30.924082
25-50,0.111500,31.031847
25-50,0.112500,31.077147
25-50,0.113500,31.123877
25-50,0.114500,31.140089
25-50,0.115500,31.144142
25-50,0.116500,31.188011
25-50,0.117500,31.192064
25-50,0.118500,31.383038
25-50,0.119500,31.387091
25-50,0.120500,31.390905
25-50,0.121500,31.400919
25-50,0.122500,31.445980
25-50,0.123500,31.499863
25-50,0.124500,31.583071
25-50,0.125500,31.614065
25-50,0.126500,31.689882
25-50,0.127500,31.692982
25-50,0.128500,31.793118
25-50,0.129500,31.826019
25-50,0.130500,31.833887
25-50,0.131500,31.878948
25-50,0.132500,31.883955
25-50,0.133500,31.886101
25-50,0.134500,31.996012
25-50,0.135500,32.001972
25-50,0.136500,32.021999
25-50,0.137500,32.024145
25-50,0.138500,32.048941
25-50,0.139500,32.055140
25-50,0.140500,32.110929
25-50,0.141500,32.149076
25-50,0.142500,32.161951
25-50,0.143500,32.269001
25-50,0.144500,32.279968
25-50,0.145500,32.288074
25-50,0.146500,32.302141
25-50,0.147500,32.313108
25-50,0.148500,32.334805
25-50,0.149500,32.352924
25-50,0.150500,32.382011
25-50,0.151500,32.398939
25-50,0.152500,32.402992
25-50,0.153500,32.407999
25-50,0.154500,32.459021
25-50,0.155500,32.497883
25-50,0.156500,32.502174
25-50,0.157500,32.530785
25-50,0.158500,32.554150
25-50,0.159500,32.585144
25-50,0.160500,32.587051
25-50,0.161500,32.644033
25-50,0.162500,32.691956
25-50,0.163500,32.708883
25-50,0.164500,32.710075
25-50,0.165500,32.730103
25-50,0.166500,32.797098
25-50,0.167500,32.802820
25-50,0.168500,32.814980
25-50,0.169500,32.846928
25-50,0.170500,32.876968
25-50,0.171500,32.932997
25-50,0.172500,32.953978
25-50,0.173500,33.033848
25-50,0.174500,33.065081
25-50,0.175500,33.084869
25-50,0.176500,33.100128
25-50,0.177500,33.152103
25-50,0.178500,33.156157
25-50,0.179500,33.174992
25-50,0.180500,33.190012
25-50,0.181500,33.223867
25-50,0.182500,33.224106
25-50,0.183500,33.282995
25-50,0.184500,33.333063
25-50,0.185500,33.339024
25-50,0.186500,33.344030
25-50,0.187500,33.402920
25-50,0.188500,33.457994
25-50,0.189500,33.468008
25-50,0.190500,33.484936
25-50,0.191500,33.485889
25-50,0.192500,33.524036
25-50,0.193500,33.556938
25-50,0.194500,33.575773
25-50,0.195500,33.613920
25-50,0.196500,33.662081
25-50,0.197500,33.666849
25-50,0.198500,33.694029
25-50,0.199500,33.694983
25-50,0.200500,33.746004
25-50,0.201500,33.761024
25-50,0.202500,33.796072
25-50,0.203500,33.807039
25-50,0.204500,33.819914
25-50,0.205500,33.820152
25-50,0.206500,33.857107
25-50,0.207500,33.867121
25-50,0.208500,33.886194
25-50,0.209500,33.897877
25-50,0.210500,33.904076
25-50,0.211500,33.955097
25-50,0.212500,33.983946
25-50,0.213500,34.021854
25-50,0.214500,34.022093
25-50,0.215500,34.070969
25-50,0.216500,34.071922
25-50,0.217500,34.153938
25-50,0.218500,34.159899
25-50,0.219500,34.183979
25-50,0.220500,34.219027
25-50,0.221500,34.245968
25-50,0.222500,34.309864
25-50,0.223500,34.337997
25-50,0.224500,34.366846
25-50,0.225500,34.410000
25-50,0.226500,34.456968
25-50,0.227500,34.470081
25-50,0.228500,34.500122
25-50,0.229500,34.571886
25-50,0.230500,34.612894
25-50,0.231500,34.614801
25-50,0.232500,34.741163
25-50,0.233500,34.789801
25-50,0.234500,34.803867
25-50,0.235500,34.872055
25-50,0.236500,34.888029
25-50,0.237500,34.900904
25-50,0.238500,34.931183
25-50,0.239500,34.965992
25-50,0.240500,35.042048
25-50,0.241500,35.048008
25-50,0.242500,35.077095
25-50,0.243500,35.109997
25-50,0.244500,35.207033
25-50,0.245500,35.222054
25-50,0.246500,35.243988
25-50,0.247500,35.359859
25-50,0.248500,35.399914
25-50,0.249500,35.406828
25-50,0.250500,35.412073
25-50,0.251500,35.479069
25-50,0.252500,35.490990
25-50,0.253500,35.506010
25-50,0.254500,35.506964
25-50,0.255500,35.555124
25-50,0.256500,35.557032
25-50,0.257500,35.621881
25-50,0.258500,35.699129
25-50,0.259500,35.705090
25-50,0.260500,35.726786
25-50,0.261500,35.734892
25-50,0.262500,35.769939
25-50,0.263500,35.784006
25-50,0.264500,35.809040
25-50,0.265500,35.837889
25-50,0.266500,35.874128
25-50,0.267500,35.888195
25-50,0.268500,35.921097
25-50,0.269500,35.938025
25-50,0.270500,35.957098
25-50,0.271500,36.091805
25-50,0.272500,36.096811
25-50,0.273500,36.142826
25-50,0.274500,36.144972
25-50,0.275500,36.149025
25-50,0.276500,36.175013
25-50,0.277500,36.177874
25-50,0.278500,36.259890
25-50,0.279500,36.322117
25-50,0.280500,36.355019
25-50,0.281500,36.373854
25-50,0.282500,36.405087
25-50,0.283500,36.430836
25-50,0.284500,36.435127
25-50,0.285500,36.456108
25-50,0.286500,36.484003
25-50,0.287500,36.546946
25-50,0.288500,36.567926
25-50,0.289500,36.583900
25-50,0.290500,36.586046
25-50,0.291500,36.646128
25-50,0.292500,36.653996
25-50,0.293500,36.663055
25-50,0.294500,36.665916
25-50,0.295500,36.686897
25-50,0.296500,36.711931
25-50,0.297500,36.719084
25-50,0.298500,36.735058
25-50,0.299500,36.738157
25-50,0.300500,36.764860
25-50,0.301500,36.766052
25-50,0.302500,36.816120
25-50,0.303500,36.854982
25-50,0.304500,36.890984
25-50,0.305500,36.969900
25-50,0.306500,37.002802
25-50,0.307500,37.028074
25-50,0.308500,37.039995
25-50,0.309500,37.131071
25-50,0.310500,37.157774
25-50,0.311500,37.159204
25-50,0.312500,37.159204
25-50,0.313500,37.228107
25-50,0.314500,37.242174
25-50,0.315500,37.271023
25-50,0.316500,37.400961
25-50,0.317500,37.410021
25-50,0.318500,37.417173
25-50,0.319500,37.433863
25-50,0.320500,37.446022
25-50,0.321500,37.492037
25-50,0.322500,37.498951
25-50,0.323500,37.554979
25-50,0.324500,37.609816
25-50,0.325500,37.663937
25-50,0.326500,37.673950
25-50,0.327500,37.708998
25-50,0.328500,37.714958
25-50,0.329500,37.715912
25-50,0.330500,37.752151
25-50,0.331500,37.755966
25-50,0.332500,37.771940
25-50,0.333500,37.779808
25-50,0.334500,37.789822
25-50,0.335500,37.856102
25-50,0.336500,37.886858
25-50,0.337500,37.914991
25-50,0.338500,37.962914
25-50,0.339500,37.978888
25-50,0.340500,38.012028
25-50,0.341500,38.033009
25-50,0.342500,38.121939
25-50,0.343500,38.177013
25-50,0.344500,38.195848
25-50,0.345500,38.196087
25-50,0.346500,38.203955
25-50,0.347500,38.218021
25-50,0.348500,38.233042
25-50,0.349500,38.235188
25-50,0.350500,38.272142
25-50,0.351500,38.276911
25-50,0.352500,38.279057
25-50,0.353500,38.279057
25-50,0.354500,38.285971
25-50,0.355500,38.293839
25-50,0.356500,38.316965
25-50,0.357500,38.338900
25-50,0.358500,38.357973
25-50,0.359500,38.460016
25-50,0.360500,38.460970
25-50,0.361500,38.488865
25-50,0.362500,38.494825
25-50,0.363500,38.504839
25-50,0.364500,38.522005
25-50,0.365500,38.526058
25-50,0.366500,38.528919
25-50,0.367500,38.645029
25-50,0.368500,38.706064
25-50,0.369500,38.767099
25-50,0.370500,38.830042
25-50,0.371500,38.884878
25-50,0.372500,38.896799
25-50,0.373500,38.906097
25-50,0.374500,38.938046
25-50,0.375500,38.970947
25-50,0.376500,38.985968
25-50,0.377500,39.001942
25-50,0.378500,39.049864
25-50,0.379500,39.062023
25-50,0.380500,39.069176
25-50,0.381500,39.072990
25-50,0.382500,39.125204
25-50,0.383500,39.152861
25-50,0.384500,39.197922
25-50,0.385500,39.217949
25-50,0.386500,39.244890
25-50,0.387500,39.258957
25-50,0.388500,39.269924
25-50,0.389500,39.302111
25-50,0.390500,39.307117
25-50,0.391500,39.317846
25-50,0.392500,39.351940
25-50,0.393500,39.377928
25-50,0.394500,39.432049
25-50,0.395500,39.471149
25-50,0.396500,39.477110
25-50,0.397500,39.695978
25-50,0.398500,39.705992
25-50,0.399500,39.712906
25-50,0.400500,39.719105
25-50,0.401500,39.752007
25-50,0.402500,39.752960
25-50,0.403500,39.777040
25-50,0.404500,39.801121
25-50,0.405500,39.813995
25-50,0.406500,39.824009
25-50,0.407500,39.859056
25-50,0.408500,39.875984
25-50,0.409500,39.912939
25-50,0.410500,39.948940
25-50,0.411500,39.955854
25-50,0.412500,39.973021
25-50,0.413500,40.002108
25-50,0.414500,40.012836
25-50,0.415500,40.033817
25-50,0.416500,40.042162
25-50,0.417500,40.080070
25-50,0.418500,40.187836
25-50,0.419500,40.259123
25-50,0.420500,40.262222
25-50,0.421500,40.285826
25-50,0.422500,40.414810
25-50,0.423500,40.438890
25-50,0.424500,40.477037
25-50,0.425500,40.493011
25-50,0.426500,40.496826
25-50,0.427500,40.498018
25-50,0.428500,40.544987
25-50,0.429500,40.590048
25-50,0.430500,40.592194
25-50,0.431500,40.616989
25-50,0.432500,40.640831
25-50,0.433500,40.655136
25-50,0.434500,40.699959
25-50,0.435500,40.719032
25-50,0.436500,40.735960
25-50,0.437500,40.789127
25-50,0.438500,40.790081
25-50,0.439500,40.816069
25-50,0.440500,40.822983
25-50,0.441500,40.838957
25-50,0.442500,40.854931
25-50,0.443500,40.997028
25-50,0.444500,41.010141
25-50,0.445500,41.021109
25-50,0.446500,41.114807
25-50,0.447500,41.141033
25-50,0.448500,41.167021
25-50,0.449500,41.181087
25-50,0.450500,41.205883
25-50,0.451500,41.238070
25-50,0.452500,41.270971
25-50,0.453500,41.299105
25-50,0.454500,41.380167
25-50,0.455500,41.432142
25-50,0.456500,41.447163
25-50,0.457500,41.462898
25-50,0.458500,41.474104
25-50,0.459500,41.476965
25-50,0.460500,41.541100
25-50,0.461500,41.561842
25-50,0.462500,41.702986
25-50,0.463500,41.789055
25-50,0.464500,41.815042
25-50,0.465500,41.838169
25-50,0.466500,41.870117
25-50,0.467500,41.903973
25-50,0.468500,41.915178
25-50,0.469500,41.974068
25-50,0.470500,41.988850
25-50,0.471500,42.016983
25-50,0.472500,42.059898
25-50,0.473500,42.107105
25-50,0.474500,42.141199
25-50,0.475500,42.199850
25-50,0.476500,42.250872
25-50,0.477500,42.281866
25-50,0.478500,42.294979
25-50,0.479500,42.299986
25-50,0.480500,42.324066
25-50,0.481500,42.335033
25-50,0.482500,42.392969
25-50,0.483500,42.414904
25-50,0.484500,42.430878
25-50,0.485500,42.430878
25-50,0.486500,42.477846
25-50,0.487500,42.479038
25-50,0.488500,42.521000
25-50,0.489500,42.539835
25-50,0.490500,42.564154
25-50,0.491500,42.668104
25-50,0.492500,42.758942
25-50,0.493500,42.763233
25-50,0.494500,42.820930
25-50,0.495500,42.841196
25-50,0.496500,42.845011
25-50,0.497500,42.891026
25-50,0.498500,42.973995
25-50,0.499500,42.984962
25-50,0.500500,43.015003
25-50,0.501500,43.020010
25-50,0.502500,43.088198
25-50,0.503500,43.104887
25-50,0.504500,43.159008
25-50,0.505500,43.193102
25-50,0.506500,43.257952
25-50,0.507500,43.359995
25-50,0.508500,43.422222
25-50,0.509500,43.439150
25-50,0.510500,43.460846
25-50,0.511500,43.478012
25-50,0.512500,43.504953
25-50,0.513500,43.561935
25-50,0.514500,43.578863
25-50,0.515500,43.592930
25-50,0.516500,43.601990
25-50,0.517500,43.613195
25-50,0.518500,43.658972
25-50,0.519500,43.742895
25-50,0.520500,43.777943
25-50,0.521500,43.811083
25-50,0.522500,43.836117
25-50,0.523500,43.842793
25-50,0.524500,43.847084
25-50,0.525500,43.866158
25-50,0.526500,43.873072
25-50,0.527500,43.877840
25-50,0.528500,43.879032
25-50,0.529500,43.951988
25-50,0.530500,43.972969
25-50,0.531500,43.977022
25-50,0.532500,44.016838
25-50,0.533500,44.036150
25-50,0.534500,44.038057
25-50,0.535500,44.066906
25-50,0.536500,44.110060
25-50,0.537500,44.131994
25-50,0.538500,44.170141
25-50,0.539500,44.193029
25-50,0.540500,44.209003
25-50,0.541500,44.268131
25-50,0.542500,44.294119
25-50,0.543500,44.300079
25-50,0.544500,44.332027
25-50,0.545500,44.389963
25-50,0.546500,44.420004
25-50,0.547500,44.463158
25-50,0.548500,44.479132
25-50,0.549500,44.492006
25-50,0.550500,44.577837
25-50,0.551500,44.610977
25-50,0.552500,44.615984
25-50,0.553500,44.687033
25-50,0.554500,44.703007
25-50,0.555500,44.770002
25-50,0.556500,44.801950
25-50,0.557500,44.831991
25-50,0.558500,44.849873
25-50,0.559500,44.914961
25-50,0.560500,44.925928
25-50,0.561500,44.933081
25-50,0.562500,44.999123
25-50,0.563500,45.058966
25-50,0.564500,45.060873
25-50,0.565500,45.074940
25-50,0.566500,45.097113
25-50,0.567500,45.109034
25-50,0.568500,45.137167
25-50,0.569500,45.198917
25-50,0.570500,45.210123
25-50,0.571500,45.222998
25-50,0.572500,45.233965
25-50,0.573500,45.238972
25-50,0.574500,45.276880
25-50,0.575500,45.325994
25-50,0.576500,45.350790
25-50,0.577500,45.356989
25-50,0.578500,45.526981
25-50,0.579500,45.527935
25-50,0.580500,45.660019
25-50,0.581500,45.672894
25-50,0.582500,45.693874
25-50,0.583500,45.722961
25-50,0.584500,45.754910
25-50,0.585500,45.755863
25-50,0.586500,45.868874
25-50,0.587500,45.878887
25-50,0.588500,45.887232
25-50,0.589500,45.933962
25-50,0.590500,45.989990
25-50,0.591500,46.059132
25-50,0.592500,46.064138
25-50,0.593500,46.067953
25-50,0.594500,46.071053
25-50,0.595500,46.139956
25-50,0.596500,46.166897
25-50,0.597500,46.179056
25-50,0.598500,46.185970
25-50,0.599500,46.208143
25-50,0.600500,46.255112
25-50,0.601500,46.272039
25-50,0.602500,46.294928
25-50,0.603500,46.322823
25-50,0.604500,46.326876
25-50,0.605500,46.348810
25-50,0.606500,46.397924
25-50,0.607500,46.399117
25-50,0.608500,46.428919
25-50,0.609500,46.485186
25-50,0.610500,46.509027
25-50,0.611500,46.654940
25-50,0.612500,46.756983
25-50,0.613500,46.770096
25-50,0.614500,46.838999
25-50,0.615500,46.850920
25-50,0.616500,46.869040
25-50,0.617500,46.891928
25-50,0.618500,46.936035
25-50,0.619500,46.967030
25-50,0.620500,46.973944
25-50,0.621500,47.084093
25-50,0.622500,47.096014
25-50,0.623500,47.119141
25-50,0.624500,47.124863
25-50,0.625500,47.132015
25-50,0.626500,47.152042
25-50,0.627500,47.249079
25-50,0.628500,47.292948
25-50,0.629500,47.302961
25-50,0.630500,47.361135
25-50,0.631500,47.394037
25-50,0.632500,47.399998
25-50,0.633500,47.454119
25-50,0.634500,47.461987
25-50,0.635500,47.465086
25-50,0.636500,47.472954
25-50,0.637500,47.592878
25-50,0.638500,47.643900
25-50,0.639500,47.672987
25-50,0.640500,47.706127
25-50,0.641500,47.936201
25-50,0.642500,47.987223
25-50,0.643500,48.055887
25-50,0.644500,48.074961
25-50,0.645500,48.094034
25-50,0.646500,48.122168
25-50,0.647500,48.144817
25-50,0.648500,48.153162
25-50,0.649500,48.182011
25-50,0.650500,48.188925
25-50,0.651500,48.207045
25-50,0.652500,48.243046
25-50,0.653500,48.296928
25-50,0.654500,48.423767
25-50,0.655500,48.496962
25-50,0.656500,48.510075
25-50,0.657500,48.575163
25-50,0.658500,48.587084
25-50,0.659500,48.656940
25-50,0.660500,48.691988
25-50,0.661500,48.698902
25-50,0.662500,48.763990
25-50,0.663500,48.772812
25-50,0.664500,48.922062
25-50,0.665500,48.931837
25-50,0.666500,48.985958
25-50,0.667500,48.998117
25-50,0.668500,49.035072
25-50,0.669500,49.096823
25-50,0.670500,49.120903
25-50,0.671500,49.201012
25-50,0.672500,49.244165
25-50,0.673500,49.306870
25-50,0.674500,49.346924
25-50,0.675500,49.360991
25-50,0.676500,49.361944
25-50,0.677500,49.363136
25-50,0.678500,49.393892
25-50,0.679500,49.410105
25-50,0.680500,49.506903
25-50,0.681500,49.530029
25-50,0.682500,49.536943
25-50,0.683500,49.601078
25-50,0.684500,49.618959
25-50,0.685500,49.638033
25-50,0.686500,49.658060
25-50,0.687500,49.678087
25-50,0.688500,49.687147
25-50,0.689500,49.709082
25-50,0.690500,49.818039
25-50,0.691500,49.844980
25-50,0.692500,49.865007
25-50,0.693500,49.921989
25-50,0.694500,50.022840
25-50,0.695500,50.034046
25-50,0.696500,50.131083
25-50,0.697500,50.369978
25-50,0.698500,50.382137
25-50,0.699500,50.426960
25-50,0.700500,50.431013
25-50,0.701500,50.504923
25-50,0.702500,50.518990
25-50,0.703500,50.547838
25-50,0.704500,50.657034
25-50,0.705500,50.671101
25-50,0.706500,50.695896
25-50,0.707500,50.725937
25-50,0.708500,50.763130
25-50,0.709500,50.786972
25-50,0.710500,50.808907
25-50,0.711500,50.821066
25-50,0.712500,50.828934
25-50,0.713500,50.965786
25-50,0.714500,50.996065
25-50,0.715500,51.054001
25-50,0.716500,51.093102
25-50,0.717500,51.133871
25-50,0.718500,51.142931
25-50,0.719500,51.163912
25-50,0.720500,51.195145
25-50,0.721500,51.205158
25-50,0.722500,51.234007
25-50,0.723500,51.286936
25-50,0.724500,51.307917
25-50,0.725500,51.316023
25-50,0.726500,51.337957
25-50,0.727500,51.443100
25-50,0.728500,51.452160
25-50,0.729500,51.571846
25-50,0.730500,51.584959
25-50,0.731500,51.662922
25-50,0.732500,51.672935
25-50,0.733500,51.753998
25-50,0.734500,51.780939
25-50,0.735500,51.845074
25-50,0.736500,51.862001
25-50,0.737500,51.933050
25-50,0.738500,51.964045
25-50,0.739500,52.064180
25-50,0.740500,52.097082
25-50,0.741500,52.118063
25-50,0.742500,52.175999
25-50,0.743500,52.208900
25-50,0.744500,52.219868
25-50,0.745500,52.242994
25-50,0.746500,52.256107
25-50,0.747500,52.312851
25-50,0.748500,52.341938
25-50,0.749500,52.412987
25-50,0.750500,52.461863
25-50,0.751500,52.474976
25-50,0.752500,52.514791
25-50,0.753500,52.527905
25-50,0.754500,52.584887
25-50,0.755500,52.673101
25-50,0.756500,52.747011
25-50,0.757500,52.953005
25-50,0.758500,52.963018
25-50,0.759500,52.987814
25-50,0.760500,53.050995
25-50,0.761500,53.066015
25-50,0.762500,53.164005
25-50,0.763500,53.208828
25-50,0.764500,53.220987
25-50,0.765500,53.227901
25-50,0.766500,53.237200
25-50,0.767500,53.376913
25-50,0.768500,53.391933
25-50,0.769500,53.419828
25-50,0.770500,53.452969
25-50,0.771500,53.473949
25-50,0.772500,53.560019
25-50,0.773500,53.658009
25-50,0.774500,53.718090
25-50,0.775500,53.725004
25-50,0.776500,53.727150
25-50,0.777500,53.746939
25-50,0.778500,53.872108
25-50,0.779500,53.919077
25-50,0.780500,53.923130
25-50,0.781500,53.982973
25-50,0.782500,54.091930
25-50,0.783500,54.167032
25-50,0.784500,54.232836
25-50,0.785500,54.418087
25-50,0.786500,54.548979
25-50,0.787500,54.555893
25-50,0.788500,54.590940
25-50,0.789500,54.638147
25-50,0.790500,54.660082
25-50,0.791500,54.695845
25-50,0.792500,54.719925
25-50,0.793500,54.728985
25-50,0.794500,54.754972
25-50,0.795500,54.771900
25-50,0.796500,54.789066
25-50,0.797500,54.817915
